floor,number,artist,title,museum,place,memo,rank
B2,275,ヒューホ・ファン・デル・フース,羊飼いの礼拝（ポルティナーリ祭壇画）,ウフィツィ美術館,フィレンツェ / イタリア,,
B2,276,ロッソ・フィオレンティーノ,十字架降下,ヴォルテッラ市立絵画館,ヴォルテッラ / イタリア,,
B2,277,ヤーコポ・ダ・ポントルモ,十字架降下,サンタ・フェリチタ聖堂 カッポーニ礼拝堂,フィレンツェ / イタリア,,
B2,278,ティントレット,十字架を担うキリスト,スクオーラ・グランデ・ディ・サン・ロッコ,ヴェネツィア / イタリア,,
B2,279,パオロ・ヴェロネーゼ,キリストの磔刑,ルーヴル美術館,パリ / フランス,,
B2,280,アンドレーア・マンテーニャ,キリストの磔刑（「サン・ゼーノ祭壇画」の裾絵）,ルーヴル美術館,パリ / フランス,,
B2,281,アンドレーア・マンテーニャ,キリストの昇天,ウフィツィ美術館,フィレンツェ / イタリア,,
B2,282,フラ・バルトロメーオ,ピエタ,ピッティ美術館,フィレンツェ / イタリア,,
B2,283,セバスティアーノ・デル・ピオンボ,ピエタ,プラド美術館（寄託）,マドリード / スペイン,,
B2,284,ヒエロニムス・ボス,十字架を担うキリスト,ヘント美術館,ヘント / ベルギー,,
B2,285,ヒエロニムス・ボス,荊冠のキリスト,ナショナル・ギャラリー,ロンドン / イギリス,,
B2,286,カルロ・クリヴェッリ,ピエタ,ヴァティカン美術館,ヴァティカン,,
B2,287,ジェンティーレ・ダ・ファブリアーノ,東方三博士の礼拝,ウフィツィ美術館,フィレンツェ / イタリア,,
B2,288,フラ・バルトロメーオ,救世主キリスト（サルヴァトール・ムンディ）,ピッティ美術館,フィレンツェ / イタリア,,
B2,289,ラファエッロ,キリストの変容,ヴァティカン美術館,ヴァティカン,,A
B2,290,イル・ペルジーノ（ピエトロ・ヴァンヌッチ）,キリストの復活,ヴァティカン美術館,ヴァティカン,,
B2,291,ティツィアーノ,聖母被昇天,サンタ・マリーア・グロリオーザ・デイ・フラーリ聖堂,ヴェネツィア / イタリア,,
B2,296,ティツィアーノ,ウルビーノのヴィーナス,ウフィツィ美術館,フィレンツェ / イタリア,,A
B2,297,ジョルジョーネとティツィアーノ,眠れるヴィーナス,ドレスデン古典絵画館,ドレスデン / ドイツ,,
B2,298,ヨーゼフ・ハインツ,眠れるヴィーナス,ウィーン美術史美術館,ウィーン / オーストリア,,
B2,299,ティツィアーノ,天上の愛と地上の愛（聖愛と俗愛）,ボルゲーゼ美術館,ローマ / イタリア,,
B2,300,ティツィアーノ,アンドロス島のバッカス祭,プラド美術館,マドリード / スペイン,,
B2,301,ジョルジョーネ,嵐（ラ・テンペスタ）,アカデミア美術館,ヴェネツィア / イタリア,,A
B2,302,ソドマ派,レダ（レオナルド・ダ・ヴィンチの原作の模写）,ボルゲーゼ美術館,ローマ / イタリア,,
B2,303,ルーカス・クラナッハ,ヴィーナスに訴えるキューピッド,ナショナル・ギャラリー,ロンドン / イギリス,,
B2,304,ヤン・ホッサールト,ダナエ,アルテ・ピナコテーク,ミュンヘン / ドイツ,,
B2,305,コレッジョ,ユピテルとイオ,ウィーン美術史美術館,ウィーン / オーストリア,,
B2,306,アーニョロ・ブロンズィーノ,愛と時間の寓意,ナショナル・ギャラリー,ロンドン / イギリス,,
B2,307,コレッジョ,ヴィーナス、キューピッドとサテュロス,ルーヴル美術館,パリ / フランス,,
B2,308,パオロ・ヴェロネーゼ,ヴィーナスとマルス,メトロポリタン美術館,ニューヨーク / アメリカ,,
B2,309,フォンテーヌブロー派,化粧する貴婦人,ディジョン美術館,ディジョン / フランス,,
B2,310,アンドレーア・マンテーニャ,聖セバスティアヌス,ルーヴル美術館,パリ / フランス,,
B2,311,サンドロ・ボッティチェッリ,書斎の聖アウグスティヌス,オンニサンティ聖堂,フィレンツェ / イタリア,,
B2,312,ドメニコ・ギルランダイオ,書斎の聖ヒエロニムス,オンニサンティ聖堂,フィレンツェ / イタリア,,
B2,313,ピエロ・デッラ・フランチェスカ,ソロモンとシバの女王,サン・フランチェスコ聖堂,アレッツォ / イタリア,,
B2,314,アルブレヒト・デューラー,四使徒,アルテ・ピナコテーク,ミュンヘン / ドイツ,,B
B2,315,マザッチョ,貢の銭,サンタ・マリーア・デル・カルミネ聖堂 ブランカッチ礼拝堂,フィレンツェ / イタリア,,
B2,316,ピーテル・ブリューゲル（父）,子どもの遊び,ウィーン美術史美術館,ウィーン / オーストリア,,B
B2,317,ピーテル・ブリューゲル（父）,バベルの塔,ウィーン美術史美術館,ウィーン / オーストリア,,A
B2,318,ピーテル・ブリューゲル（父）,雪中の狩人,ウィーン美術史美術館,ウィーン / オーストリア,,A
B2,319,ピーテル・ブリューゲル（父）,ネーデルラントのことわざ,ベルリン国立美術館,ベルリン / ドイツ,,A
B2,320,ヴィットーレ・カルパッチョ,聖女ウルスラの船出,アカデミア美術館,ヴェネツィア / イタリア,,
B2,321,アンドレーア・デル・カスターニョ,ダンテ・アリギエーリ、フィリッポ・スコラーリ、 クマエの巫女（「著名人連作」より）,ウフィツィ美術館,フィレンツェ / イタリア,,
B2,322,ジェンティーレ・ベッリーニ,サン・マルコ広場の聖十字架遺物の行列,アカデミア美術館,ヴェネツィア / イタリア,,
B2,323,アンブロージョ・ロレンツェッティ,善政の寓意,パラッツォ・プッブリコ,シエナ / イタリア,,
B2,324,パオロ・ウッチェッロ,サン・ロマーノの戦い,ルーヴル美術館,パリ / フランス,,
B2,349,アルブレヒト・デューラー レオナルド・ダ・ヴィンチ レオナルド・ダ・ヴィンチ,三位一体の礼拝,ウィーン美術史美術館、ウィーン、オーストリア サンタ・マリア・デッレ・グラーツィエ修道院 食堂、ミラノ、イタリア サンタ・マリア・デッレ・グラーツィエ修道院 食堂,ミラノ / イタリア,,
B2,347,アンブロージョ・ディ・プレディスと レオナルド・ダ・ヴィンチ,岩窟の聖母,ナショナル・ギャラリー,ロンドン / イギリス,,
B2,348,レオナルド・ダ・ヴィンチ,岩窟の聖母,ルーヴル美術館,パリ / フランス,,
B2,325,ドメニコ・ギルランダイオ,ジョヴァンナ・トルナブオーニの肖像,ティッセン=ボルネミッサ美術館,マドリード / スペイン,,
B2,326,ドメニコ・ギルランダイオ,老人とその孫,ルーヴル美術館,パリ / フランス,,
B2,327,ピエロ・デッラ・フランチェスカ,ウルビーノ公の肖像/ウルビーノ公妃の肖像,ウフィツィ美術館,フィレンツェ / イタリア,,
B2,328,ジョヴァンニ・ベッリーニ,総督レオナルド・ロレダンの肖像,ナショナル・ギャラリー,ロンドン / イギリス,,
B2,329,ハンス・ホルバイン（子）,大使たち,ナショナル・ギャラリー,ロンドン / イギリス,,A
B2,330,ヤン・ファン・エイク,アルノルフィーニ夫妻の肖像,ナショナル・ギャラリー,ロンドン / イギリス,,A
B2,331,ジャン・フーケ,シャルル7世の肖像,ルーヴル美術館,パリ / フランス,,
B2,332,ハンス・ホルバイン（子）,エラスムスの肖像,ルーヴル美術館,パリ / フランス,,
B2,333,ティツィアーノ,手袋の男,ルーヴル美術館,パリ / フランス,,
B2,334,アルブレヒト・デューラー,自画像,アルテ・ピナコテーク,ミュンヘン / ドイツ,,B
B2,335,ジョルジョーネ,老女,アカデミア美術館,ヴェネツィア / イタリア,,
B2,336,ラファエッロ,バルダッサーレ・カスティリオーネの肖像,ルーヴル美術館,パリ / フランス,,
B2,337,ラファエッロ,ヴェールの女,ピッティ美術館,フィレンツェ / イタリア,,
B2,338,パルミジャニーノ,凸面鏡の自画像,ウィーン美術史美術館,ウィーン / オーストリア,,
B2,339,アーニョロ・ブロンズィーノ,エレオノーラ・ディ・トレドと子息の肖像,ウフィツィ美術館,フィレンツェ / イタリア,,
B2,350,ハンス・メムリンク,聖母子と寄進者,メムリンク美術館,ブリュージュ / ベルギー,,
B2,351,シュテファン・ロッホナー,バラ園の聖母,ヴァルラフ=リヒャルツ美術館,ケルン / ドイツ,,
B2,352,口べ一ル・カンパン,授乳する聖母,ナショナル・ギャラリー,ロンドン / イギリス,,
B2,353,ルーカス・クラナッハ,回春の泉,ベルリン国立美術館,ベルリン / ドイツ,,
B2,354,ロヒール・ファン・デル・ウェイデン,聖母子を描く聖ルカ,ボストン美術館,ボストン / アメリカ,,
B2,355,ヒエロニムス・ボス,手品師,サン=ジェルマン=アン=レイ市立美術館,サン=ジェルマン=アン=レイ / フランス,,
B2,356,ペトルス・クリストゥス,若い婦人の肖像,ベルリン国立美術館,ベルリン / ドイツ,,
B2,357,ロヒール・ファン・デル・ウェイデン,婦人の肖像,ナショナル・ギャラリー,ワシントン / アメリカ,,
B2,358,クェンティン・マセイス,両替商とその妻,ルーヴル美術館,パリ / フランス,,
B2,359,ルーカス・ファン・レイデン,カード遊びをする人たち,ウィルトン・ハウス、ペンブローク伯爵コレクション,ソールズベリー / イギリス,,
B2,360,ハウスブーフの画家,二人の肖像,ゴータ城美術館,ゴータ / ドイツ,,
B2,361,ルーカス・クラナッハ,エジプト逃避途上の休息,ベルリン国立美術館,ベルリン / ドイツ,,
B2,362,シュテルツィング祭壇画の画家,若い恋人たち,クリーヴランド美術館,クリーヴランド / アメリカ,,
B2,363,アルブレヒト・アルトドルファー,アレクサンドロス大王の戦い,アルテ・ピナコテーク,ミュンヘン / ドイツ,,
B2,364,ヨアヒム・パティニール,冥界の渡し守カロンのいる風景,プラド美術館,マドリード / スペイン,,
B2,365,アルブレヒト・アルトドルファー,ドナウ河畔の風景,アルテ・ピナコテーク,ミュンヘン / ドイツ,,
B2,366,アントワーヌ・カロン,アモルの行進,ルーヴル美術館,パリ / フランス,,
B2,367,フローラの画家,キューピッドの誕生,メトロポリタン美術館,ニューヨーク / アメリカ,,
B2,368,フランソワ・クルーエ,浴槽のディアーヌ・ド・ポワティエ,ナショナル・ギャラリー,ワシントン / アメリカ,,
B2,369,ジャン・フーケ,聖母子,アントウェルペン王立美術館,アントウェルペン / ベルギー,,
B2,370,アルブレヒト・デューラー,アダムとエヴァ,プラド美術館,マドリード / スペイン,,
B2,371,ヒエロニムス・ボス,快楽の園,プラド美術館,マドリード / スペイン,,S
B2,372,フーベルトおよびヤン・ファン・エイク マティアス・グリューネヴァルト マティアス・グリューネヴァルト マティアス・グリューネヴァルト マティアス・グリューネヴァルト ニコラウス・ハーゲナウアー,ヘントの祭壇画 イーゼンハイムの祭壇画 イーゼンハイムの祭壇画 イーゼンハイムの祭壇画 イーゼンハイムの祭壇画 イーゼンハイムの祭壇彫刻,シント・バーフ大聖堂、ヘント、ベルギー ウンターリンデン美術館、コルマール、フランス ウンターリンデン美術館、コルマール、フランス ウンターリンデン美術館、コルマール、フランス ウンターリンデン美術館、コルマール、フランス ウンターリンデン美術館,コルマール / フランス,,A
B2,340,ヴェロッキオとレオナルド・ダ・ヴィンチ,キリストの洗礼,ウフィツィ美術館,フィレンツェ / イタリア,,
B2,342,レオナルド・ダ・ヴィンチ,聖アンナと聖母子,ナショナル・ギャラリー,ロンドン / イギリス,,
B2,343,レオナルド・ダ・ヴィンチ,聖アンナと聖母子,ルーヴル美術館,パリ / フランス,,
B2,344,レオナルド・ダ・ヴィンチ,モナ・リザ,ルーヴル美術館,パリ / フランス,,S
B2,345,レオナルド・ダ・ヴィンチ,洗礼者聖ヨハネ,ルーヴル美術館,パリ / フランス,,
B2,1087,レオナルド・ダ・ヴィンチ 2020年4月2１日〜,白貂を抱く貴婦人,チャルトリスキ美術館（クラクフ国立美術館分館）,ポーランド,,
B2,374,カラヴァッジョ,聖ペテロの磔刑,サンタ・マリーア・デル・ポポロ聖堂,ローマ / イタリア,,
B2,375,カラヴァッジョ,聖パウロの回心,サンタ・マリーア・デル・ポポロ聖堂,ローマ / イタリア,,
B2,376,カラヴァッジョ,聖マタイの召命,サン・ルイージ・デイ・フランチェージ聖堂,ローマ / イタリア,,A
B2,377,カラヴァッジョ,キリストの埋葬,ヴァティカン美術館,ヴァティカン,,
B2,378,カラヴァッジョ,聖母の死,ルーヴル美術館,パリ / フランス,,A
B2,379,ジョルジュ・ド・ラ・トゥール,悔悛するマグダラのマリア,ルーヴル美術館,パリ / フランス,,
B2,380,ジョルジュ・ド・ラ・トゥール,大工の聖ヨセフ,ルーヴル美術館,パリ / フランス,,
B2,381,フセペ・デ・リベーラ,聖アンデレ,プラド美術館,マドリード / スペイン,,
B2,382,ヘリット・ファン・ホントホルスト,遣り手婆,ユトレヒト中央美術館,ユトレヒト / オランダ,,
B2,383,ヴァランタン・ド・ブーローニュ,合奏,ルーヴル美術館,パリ / フランス,,
B2,384,フアン・デ・バルデス・レアール,世の栄光の終わり,サンタ・カリダード病院,セビーリャ / スペイン,,
B2,385,フランシスコ・デ・スルバラン,聖ペドロ・ノラスコの幻視,プラド美術館,マドリード / スペイン,,
B2,386,レンブラント・ファン・レイン,瞑想する学者,ルーヴル美術館,パリ / フランス,,
B2,387,レンブラント・ファン・レイン,トゥルプ博士の解剖学講義,マウリッツハイス美術館,ハーグ / オランダ,,A
B2,388,レンブラント・ファン・レイン,目をつぶされるサムソン,シュテーデル美術研究所,フランクフルト / ドイツ,,
B2,389,レンブラント・ファン・レイン,ダナエ,エルミタージュ美術館,サンクト・ペテルブルグ / ロシア,,
B2,390,レンブラント・ファン・レイン,夜警,アムステルダム国立美術館,アムステルダム / オランダ,,S
B2,391,レンブラント・ファン・レイン,ユダヤの花嫁,アムステルダム国立美術館,アムステルダム / オランダ,,
B2,392,レンブラント・ファン・レイン,トビアスとその家族と別れる天使,ルーヴル美術館,パリ / フランス,,
B2,393,レンブラント・ファン・レイン,放蕩息子の帰宅,エルミタージュ美術館,サンクト・ペテルブルグ / ロシア,,A
B2,394,レンブラント・ファン・レイン,聖ペテロの否認,アムステルダム国立美術館,アムステルダム / オランダ,,
B2,395,レンブラント・ファン・レイン,キリスト昇架,アルテ・ピナコテーク,ミュンヘン / ドイツ,,
B2,396,レンブラント工房,黄金の兜をかぶった男,ベルリン国立美術館,ベルリン / ドイツ,,
B2,397,カラヴァッジョ,果物籠,アンブロジアーナ絵画館,ミラノ / イタリア,,A
B2,398,フランシスコ・デ・スルバラン,静物（ボデゴン）,プラド美術館,マドリード / スペイン,,
B2,399,パオロ・ポルポラ,花,カポディモンテ国立美術館,ナポリ / イタリア,,
B2,400,フローリス・ファン・デイク,チーズのある静物,アムステルダム国立美術館,アムステルダム / オランダ,,
B2,401,ウィレム・へ一ダ,朝食のテーブル,ドレスデン古典絵画館,ドレスデン / ドイツ,,
B2,402,ウィレム・カルフ,オウム貝の杯のある静物,ティッセン=ボルネミッサ美術館,マドリード / スペイン,,
B2,403,フランス・スネイデルス,静物,ヴァルラフ=リヒャルツ美術館,ケルン / ドイツ,,
B2,404,フランシスコ・コリャンテス,エゼキエルの幻視,プラド美術館,マドリード / スペイン,,
B2,405,アンニーバレ・カラッチ,狩りの風景,ルーヴル美術館,パリ / フランス,,
B2,406,ピーテル・パウル・リュベンス,ステーンの城館のある風景,ナショナル・ギャラリー,ロンドン / イギリス,,
B2,407,ニコラ・プッサン,ディオゲネスのいる風景,ルーヴル美術館,パリ / フランス,,
B2,408,ディエーゴ・ベラスケス,ヴィッラ・メディチの庭：アリアドネの館,プラド美術館,マドリード / スペイン,,
B2,409,ディエーゴ・ベラスケス,ヴィッラ・メディチの庭：洞窟の入ロ,プラド美術館,マドリード / スペイン,,
B2,410,クロード・ロラン,タ日の港,ルーヴル美術館,パリ / フランス,,
B2,411,サルヴァトール・ローザ,戦闘場面,ルーヴル美術館,パリ / フランス,,
B2,412,レンブラント・ファン・レイン,嵐の風景,ヘルツォーク・アントン・ウルリヒ美術館,ブラウンシュヴァイク / ドイツ,,
B2,415,ヘリット・ベルクヘイデ,ハールレムの街路,ドレスデン古典絵画館,ドレスデン / ドイツ,,
B2,416,ピーテル・サーンレダム,アッセンデルフトのシント・オデュルフス聖堂内部,アムステルダム国立美術館,アムステルダム / オランダ,,
B2,417,ウィレム・ファン・デ・フェルデ,凪,アルテ・ピナコテーク,ミュンヘン / ドイツ,,
B2,418,ヤーコプ・ファン・ライスダール,ユダヤ人墓地,デトロイト美術研究所,デトロイト / アメリカ,,
B2,419,ヤーコプ・ファン・ライスダール,ウェイク・ベイ・デュールステーデの風車,アムステルダム国立美術館,アムステルダム / オランダ,,
B2,420,メインデルト・ホッベマ,ミッデルハルニスの並木道,ナショナル・ギャラリー,ロンドン / イギリス,,
B2,421,ディエーゴ・ベラスケス,フェリーぺ4世の肖像,プラド美術館,マドリード / スペイン,,
B2,422,ディエーゴ・ベラスケス,東方三博士の礼拝,プラド美術館,マドリード / スペイン,,
B2,423,ディエーゴ・ベラスケス,道化師パブロ・デ・バリャドリード,プラド美術館,マドリード / スペイン,,
B2,424,ディエーゴ・ベラスケス,バッカスの勝利（酔っ払いたち）,プラド美術館,マドリード / スペイン,,
B2,425,ディエーゴ・ベラスケス,アラクネの寓話（織女たち）,プラド美術館,マドリード / スペイン,,
B2,426,ディエーゴ・ベラスケス,ラス・メニーナス（女官たち）,プラド美術館,マドリード / スペイン,,S
B2,427,ディエーゴ・ベラスケス,皇太子バルタサール・カルロス騎馬像,プラド美術館,マドリード / スペイン,,
B2,428,ディエーゴ・ベラスケス,ブレダの開城,プラド美術館,マドリード / スペイン,,
B2,429,ディエーゴ・ベラスケス,ウルカヌスの鍛冶場,プラド美術館,マドリード / スペイン,,
B2,432,シャルル・ル・ブラン,大法官セギエの肖像,ルーヴル美術館,パリ / フランス,,
B2,433,ディエーゴ・ベラスケス,狩猟服姿の皇太子バルタサール・カルロス,プラド美術館,マドリード / スペイン,,
B2,434,イアサント・リゴー,ルイ14世の肖像,ルーヴル美術館,パリ / フランス,,
B2,435,フセペ・デ・リベーラ,髭のある女（マッダレーナ・ヴェントゥーラの肖像）,レルマ公爵財団,トレド / スペイン,,
B2,436,フランス・ハルス,ジプシー女,ルーヴル美術館,パリ / フランス,,
B2,437,フランス・ハルス,養老院の女理事たち,フランス・ハルス美術館,ハールレム / オランダ,,
B2,438,レンブラント・ファン・レイン,フローラに扮したサスキア,ナショナル・ギャラリー,ロンドン / イギリス,,
B2,439,ピーテル・パウル・リュベンス,リュベンスとイザベラ・ブラントの肖像,アルテ・ピナコテーク,ミュンヘン / ドイツ,,
B2,440,ピーテル・パウル・リュベンス,シュザンヌ・フールマンの肖像,ナショナル・ギャラリー,ロンドン / イギリス,,
B2,441,ピーテル・パウル・リュベンス,エレーヌ・フールマンの肖像,アルテ・ピナコテーク,ミュンヘン / ドイツ,,
B2,442,アンソニー・ヴァン・ダイク,狩猟場のチャールズ1世,ルーヴル美術館,パリ / フランス,,
B2,443,ピーテル・パウル・リュベンス,最後の審判,アルテ・ピナコテーク,ミュンヘン / ドイツ,,
B2,444,ピーテル・パウル・リュベンス,アマゾンの戦い,アルテ・ピナコテーク,ミュンヘン / ドイツ,,
B2,445,ピーテル・パウル・リュベンス,レウキッポスの娘たちの掠奪,アルテ・ピナコテーク,ミュンヘン / ドイツ,,
B2,446,ピーテル・パウル・リュベンス,三美神,プラド美術館,マドリード / スペイン,,B
B2,447,ピーテル・パウル・リュベンス,鏡を見るヴィーナス,ヴァドゥーツ城リヒテンシュタイン・コレクション,ヴァドゥーツ / リヒテンシュタイン,,
B2,448,ピーテル・パウル・リュベンス,マリー・ド・メディシスのマルセイユ上陸 （「マリー・ド・メディシスの生涯」より）,ルーヴル美術館,パリ / フランス,,
B2,449,ピーテル・パウル・リュベンス,キリスト昇架,アントウェルペン大聖堂,アントウェルペン / ベルギー,,
B2,450,ピーテル・パウル・リュベンス,サン=ドニ聖堂におけるマリー・ド・メディシスの 戴冠式（「マリー・ド・メディシスの生涯」より）,ルーヴル美術館,パリ / フランス,,
B2,451,グェルチーノ,聖女ペトロネラの埋葬と被昇天,カピトリーナ絵画館,ローマ / イタリア,,
B2,452,ニコラ・プッサン,パルナッソス,プラド美術館,マドリード / スペイン,,
B2,453,カラヴァッジョ,バッカス,ウフィツィ美術館,フィレンツェ / イタリア,,A
B2,454,グィード・レーニ,アタランテとヒッポメネス,プラド美術館,マドリード / スペイン,,
B2,455,ヤーコプ・ヨルダーンス,メレアグロスとアタランテ,プラド美術館,マドリード / スペイン,,
B2,456,アンニーバレ・カラッチ,キリストとサマリヤの女,ウィーン美術史美術館,ウィーン / オーストリア,,
B2,457,カラヴァッジョ,キリストの逮捕,アイルランド国立美術館,ダブリン / アイルランド,,
B2,458,フセペ・デ・リベーラ,聖ピリポの殉教,プラド美術館,マドリード / スペイン,,
B2,459,バルトロメ・ムリーリョ,無原罪の御宿り,プラド美術館,マドリード / スペイン,,
B2,460,バルトロメ・ムリーリョ,ロザリオの聖母,プラド美術館,マドリード / スペイン,,
B2,413,ヤン・フェルメール,デルフトの小路,アムステルダム国立美術館,アムステルダム / オランダ,,A
B2,414,ヤン・フェルメール,デルフトの眺望,マウリッツハイス美術館,ハーグ / オランダ,,A
B2,463,ヤン・フェルメール,手紙を読む女,アムステルダム国立美術館,アムステルダム / オランダ,,
B2,464,ヤン・フェルメール,牛乳を注ぐ女,アムステルダム国立美術館,アムステルダム / オランダ,,A
B2,1060,ヤン・フェルメール,真珠の耳飾りの少女（青いターバンの少女）,マウリッツハイス美術館,ハーグ / オランダ,,S
B2,1084,ヤン・フェルメール,ヴァージナルの前に立つ女,ナショナル・ギャラリー,ロンドン / イギリス,,
B2,1085,ヤン・フェルメール 2019年１０月１日〜,ワイングラスを持つ娘,ヘルツォーク・アントン・ウルリヒ美術館,ドイツ,,
B2,1086,ヤン・フェルメール 2019年１０月１日〜,地理学者,シュテーデル美術館,ドイツ,,
B2,1089,ヤン・フェルメール 2023年7月１1日〜,ヴァージナルの前に座る女,ナショナル・ギャラリー,ロンドン / イギリス,,
B2,1090,ヤン・フェルメール 2023年10月7日〜,音楽の稽古,王室コレクション,ロンドン / イギリス,,
B2,1092,ヤン・フェルメール 2025年3月18日〜,合奏,イザベラ・スチュワート・ガードナー美術館､ボストン､アメリカ,,,
B2,1094,ヤン・フェルメール 2026年3月13日〜,ギターを弾く女,ケンウッド・ハウス､ロンドン､イギリス,,,
B2,461,カラヴァッジョ,女占い師,ルーヴル美術館,パリ / フランス,,
B2,462,アンニーバレ・カラッチ,肉屋の店,クライスト・チャーチ,オックスフォード / イギリス,,
B2,465,ディエーゴ・ベラスケス,セビーリャの水売り,ウェリントン美術館,ロンドン / イギリス,,
B2,466,バルトロメ・ムリーリョ,パイを食べる少年たち,アルテ・ピナコテーク,ミュンヘン / ドイツ,,
B2,467,フセペ・デ・リベーラ,えび足の少年,ルーヴル美術館,パリ / フランス,,
B2,468,ル・ナン兄弟,鍛冶屋,ルーヴル美術館,パリ / フランス,,
B2,469,ル・ナン兄弟,干し草車,ルーヴル美術館,パリ / フランス,,
B2,470,ピーテル・パウル・リュベンス,ケルメス,ルーヴル美術館,パリ / フランス,,
B2,471,ヤーコプ・ヨルダーンス,豆の王様の祝宴,ウィーン美術史美術館,ウィーン / オーストリア,,
B2,472,ヤン・ステーン,乱れた家族,ウィーン美術史美術館,ウィーン / オーストリア,,
B2,473,ダーフィット・テニールス,酒を飲む王様,プラド美術館,マドリード / スペイン,,
B2,474,ジュリオ・ロマーノ,巨人族の没落,パラッツォ・デル・テ,マントヴァ / イタリア,,
B2,475,ドッソ・ドッシ,魔女キルケ,ボルゲーゼ美術館,ローマ / イタリア,,
B2,476,ジュゼッペ・アルチンボルド,水（「四大元素」より）,ウィーン美術史美術館,ウィーン / オーストリア,,B
B2,477,ジュゼッペ・アルチンボルド,火（「四大元素」より）,ウィーン美術史美術館,ウィーン / オーストリア,,B
B2,478,ジュゼッペ・アルチンボルド,冬（「四季」より）,ウィーン美術史美術館,ウィーン / オーストリア,,B
B2,479,ジュゼッペ・アルチンボルド,夏（「四季」より）,ウィーン美術史美術館,ウィーン / オーストリア,,B
B2,481,ジョルジョ・ヴァザーリ,ペルセウスとアンドロメダ,パラッツォ・ヴェッキオ,フィレンツェ / イタリア,,
B2,482,ジョヴァンニ・ベッリーニ,聖なる寓意,ウフィツィ美術館,フィレンツェ / イタリア,,
B2,483,クロード・モネ,モネの「大睡蓮」,オランジュリー美術館,パリ / フランス,,S
B2,484,フランシスコ・デ・ゴヤ,マリア・テレーサ・デ・ボルボンの肖像,ナショナル・ギャラリー,ワシントン / アメリカ,,
B2,485,フランシスコ・デ・ゴヤ,日傘,プラド美術館,マドリード / スペイン,,
B2,486,フランシスコ・デ・ゴヤ,陶器売り,プラド美術館,マドリード / スペイン,,
B2,487,フランシスコ・デ・ゴヤ,アルバ公爵夫人,ヒスパニック・ソサエティ・オヴ・アメリカ,ニューヨーク / アメリカ,,
B2,488,フランシスコ・デ・ゴヤ,チンチョン伯爵夫人,プラド美術館,マドリード / スペイン,,
B2,489,フランシスコ・デ・ゴヤ,着衣のマハ,プラド美術館,マドリード / スペイン,,A
B2,490,フランシスコ・デ・ゴヤ,裸のマハ,プラド美術館,マドリード / スペイン,,A
B2,491,フランシスコ・デ・ゴヤ,カルロス4世の家族,プラド美術館,マドリード / スペイン,,
B2,492,フランシスコ・デ・ゴヤ,1808年5月2日：エジプト人親衛隊との戦闘,プラド美術館,マドリード / スペイン,,
B2,493,フランシスコ・デ・ゴヤ,1808年5月3日：プリンシペ・ピオの丘での銃殺,プラド美術館,マドリード / スペイン,,A
B2,494,フランシスコ・デ・ゴヤ,ボルドーのミルク売り娘,プラド美術館,マドリード / スペイン,,
B2,495,フランシスコ・デ・ゴヤ,ゴヤの家「黒い絵」,プラド美術館,マドリード / スペイン,,A
B2,1076,フィンセント・ファン・ゴッホ,ヒマワリ,個人蔵,,,S
B2,1075,フィンセント・ファン・ゴッホ,ヒマワリ,,,,S
B2,1077,フィンセント・ファン・ゴッホ,ヒマワリ,ノイエ・ピナコテーク,ミュンヘン / ドイツ,,S
B2,1078,フィンセント・ファン・ゴッホ,ヒマワリ,ナショナル・ギャラリー,ロンドン / イギリス,,S
B2,1079,フィンセント・ファン・ゴッホ,ヒマワリ,SOMPO美術館,東京 / 日本,,S
B2,1080,フィンセント・ファン・ゴッホ,ヒマワリ,フィラデルフィア美術館,フィラデルフィア / アメリカ,,S
B2,706,フィンセント・ファン・ゴッホ,ヒマワリ,ゴッホ美術館,アムステルダム / オランダ,,S
B2,1081,ポール・ゴーギャン,ヒマワリを描くゴッホ,ゴッホ美術館,アムステルダム / オランダ,,
B2,1082,フィンセント・ファン・ゴッホ,タラスコンへの道を行く画家,1945年消失,マグデブルク / ドイツ,,
B2,1083,イサーク・イスラエルス,ヴァン・ゴッホ「ヒマワリ」の前に立つ女,ゴッホ美術館,アムステルダム / オランダ,,
B2,1088,フィンセント・ファン・ゴッホ 2023年3月14日〜,夜のカフェテラス,クレラー＝ミュラー美術館,オッテルロー / オランダ,,S
B2,496,アントワーヌ・ヴァトー,ピエロ（ジル）,ルーヴル美術館,パリ / フランス,,
B2,509,アントワーヌ・ヴァトー,シテール島への船出,ルーヴル美術館,パリ / フランス,,
B2,523,フランソワ・ブーシェ,リナルドとアルミーダ,ルーヴル美術館,パリ / フランス,,
B2,524,フランソワ・ブーシェ,朝食,ルーヴル美術館,パリ / フランス,,
B2,525,フランソワ・ブーシェ,水浴のディアナ,ルーヴル美術館,パリ / フランス,,
B2,537,フランソワ・ブーシェ,ポンパドゥール夫人の肖像,ウォーレス・コレクション,ロンドン / イギリス,,
B2,538,モーリス・カンタン・ド・ラ・トゥール,ポンパドゥール夫人の肖像,ルーヴル美術館,パリ / フランス,,
B2,556,ウィリアム・ターナー,ヴァティカンから眺めたローマ風景,テート・ギャラリー,ロンドン / イギリス,,
B2,557,ウィリアム・ターナー,カルタゴ帝国の滅亡,テート・ブリテン,ロンドン / イギリス,,
B2,558,ウィリアム・ターナー,平和：海葬,テート・ブリテン,ロンドン / イギリス,,
